Exchange,Ticker,Start,End,score
NASDAQ,SCLEU,"('NASDAQ', 'SCLEU', Timestamp('2021-08-25 00:00:00'))","('NASDAQ', 'SCLEU', Timestamp('2021-10-22 00:00:00'))",0.0079148616507731
TO,TGED,"('TO', 'TGED', Timestamp('2021-05-28 00:00:00'))","('TO', 'TGED', Timestamp('2021-07-27 00:00:00'))",0.0079152626127306
NYSE,KT,"('NYSE', 'KT', Timestamp('2014-03-11 00:00:00'))","('NYSE', 'KT', Timestamp('2014-05-08 00:00:00'))",0.0079158884064403
NYSE,MIT,"('NYSE', 'MIT', Timestamp('2021-08-16 00:00:00'))","('NYSE', 'MIT', Timestamp('2021-10-13 00:00:00'))",0.0079171914215319
TO,XEF,"('TO', 'XEF', Timestamp('2021-12-01 00:00:00'))","('TO', 'XEF', Timestamp('2022-02-01 00:00:00'))",0.0079178290304188
AMEX,EVM,"('AMEX', 'EVM', Timestamp('2014-08-18 00:00:00'))","('AMEX', 'EVM', Timestamp('2014-10-15 00:00:00'))",0.0079180007339189
NASDAQ,LCAHU,"('NASDAQ', 'LCAHU', Timestamp('2021-05-28 00:00:00'))","('NASDAQ', 'LCAHU', Timestamp('2021-07-28 00:00:00'))",0.0079201863276196
TO,PINC,"('TO', 'PINC', Timestamp('2018-06-27 00:00:00'))","('TO', 'PINC', Timestamp('2018-08-27 00:00:00'))",0.0079203006732379
NASDAQ,TLMD,"('NASDAQ', 'TLMD', Timestamp('2020-04-01 00:00:00'))","('NASDAQ', 'TLMD', Timestamp('2020-06-01 00:00:00'))",0.0079203608063512
NYSE,SBBA,"('NYSE', 'SBBA', Timestamp('2021-03-11 00:00:00'))","('NYSE', 'SBBA', Timestamp('2021-05-10 00:00:00'))",0.0079206820061597
NYSE,CIF,"('NYSE', 'CIF', Timestamp('2014-05-13 00:00:00'))","('NYSE', 'CIF', Timestamp('2014-07-11 00:00:00'))",0.0079211408138533
TO,CTC,"('TO', 'CTC', Timestamp('2018-06-04 00:00:00'))","('TO', 'CTC', Timestamp('2018-08-01 00:00:00'))",0.0079213476747859
NASDAQ,MBTC,"('NASDAQ', 'MBTC', Timestamp('2021-11-19 00:00:00'))","('NASDAQ', 'MBTC', Timestamp('2022-01-20 00:00:00'))",0.0079214461403351
TO,XCG,"('TO', 'XCG', Timestamp('2019-03-27 00:00:00'))","('TO', 'XCG', Timestamp('2019-05-27 00:00:00'))",0.007921965899687
TO,ZINN,"('TO', 'ZINN', Timestamp('2021-05-18 00:00:00'))","('TO', 'ZINN', Timestamp('2021-07-16 00:00:00'))",0.0079223669362542
NYSE,GPJA,"('NYSE', 'GPJA', Timestamp('2019-05-08 00:00:00'))","('NYSE', 'GPJA', Timestamp('2019-07-08 00:00:00'))",0.0079228468128365
NYSE,DNP,"('NYSE', 'DNP', Timestamp('2017-01-23 00:00:00'))","('NYSE', 'DNP', Timestamp('2017-03-22 00:00:00'))",0.0079229941149779
NYSE,KL,"('NYSE', 'KL', Timestamp('2010-09-22 00:00:00'))","('NYSE', 'KL', Timestamp('2010-11-18 00:00:00'))",0.0079234182176767
NASDAQ,ADN,"('NASDAQ', 'ADN', Timestamp('2019-02-15 00:00:00'))","('NASDAQ', 'ADN', Timestamp('2019-04-16 00:00:00'))",0.0079236695022902
NYSE,PKI,"('NYSE', 'PKI', Timestamp('2015-03-20 00:00:00'))","('NYSE', 'PKI', Timestamp('2015-05-19 00:00:00'))",0.007923873223966
NASDAQ,QIPT,"('NASDAQ', 'QIPT', Timestamp('2013-08-07 00:00:00'))","('NASDAQ', 'QIPT', Timestamp('2013-10-04 00:00:00'))",0.0079242020932777
NYSE,DTW,"('NYSE', 'DTW', Timestamp('2019-07-02 00:00:00'))","('NYSE', 'DTW', Timestamp('2019-08-29 00:00:00'))",0.0079248697122592
NYSE,ABB,"('NYSE', 'ABB', Timestamp('2016-09-09 00:00:00'))","('NYSE', 'ABB', Timestamp('2016-11-07 00:00:00'))",0.0079255793252544
NYSE,NUO,"('NYSE', 'NUO', Timestamp('2010-06-03 00:00:00'))","('NYSE', 'NUO', Timestamp('2010-08-02 00:00:00'))",0.0079256165300296
NYSE,BYM,"('NYSE', 'BYM', Timestamp('2019-11-26 00:00:00'))","('NYSE', 'BYM', Timestamp('2020-01-28 00:00:00'))",0.0079266387818054
NYSE,HGH,"('NYSE', 'HGH', Timestamp('2017-05-24 00:00:00'))","('NYSE', 'HGH', Timestamp('2017-07-24 00:00:00'))",0.0079273331036258
NYSE,BLE,"('NYSE', 'BLE', Timestamp('2019-06-19 00:00:00'))","('NYSE', 'BLE', Timestamp('2019-08-16 00:00:00'))",0.007927398329464
NASDAQ,OTTR,"('NASDAQ', 'OTTR', Timestamp('2014-08-07 00:00:00'))","('NASDAQ', 'OTTR', Timestamp('2014-10-06 00:00:00'))",0.0079277270517769
TO,HEF,"('TO', 'HEF', Timestamp('2016-08-10 00:00:00'))","('TO', 'HEF', Timestamp('2016-10-07 00:00:00'))",0.0079278780045462
TO,CM,"('TO', 'CM', Timestamp('2013-08-28 00:00:00'))","('TO', 'CM', Timestamp('2013-10-28 00:00:00'))",0.0079280733273804
NASDAQ,SSAA,"('NASDAQ', 'SSAA', Timestamp('2021-06-17 00:00:00'))","('NASDAQ', 'SSAA', Timestamp('2021-08-16 00:00:00'))",0.0079289456481239
NYSE,PIAI,"('NYSE', 'PIAI', Timestamp('2021-05-07 00:00:00'))","('NYSE', 'PIAI', Timestamp('2021-07-07 00:00:00'))",0.0079291020204752
TO,IGCF,"('TO', 'IGCF', Timestamp('2020-04-08 00:00:00'))","('TO', 'IGCF', Timestamp('2020-06-08 00:00:00'))",0.0079294033623519
NASDAQ,GLBZ,"('NASDAQ', 'GLBZ', Timestamp('2014-11-24 00:00:00'))","('NASDAQ', 'GLBZ', Timestamp('2015-01-26 00:00:00'))",0.0079294161787093
NYSE,NSS,"('NYSE', 'NSS', Timestamp('2019-12-16 00:00:00'))","('NYSE', 'NSS', Timestamp('2020-02-14 00:00:00'))",0.0079296497317652
NASDAQ,SENEB,"('NASDAQ', 'SENEB', Timestamp('2014-03-28 00:00:00'))","('NASDAQ', 'SENEB', Timestamp('2014-05-28 00:00:00'))",0.0079303888599772
TO,ZWH,"('TO', 'ZWH', Timestamp('2017-09-29 00:00:00'))","('TO', 'ZWH', Timestamp('2017-11-28 00:00:00'))",0.007930609258997
NYSE,BTT,"('NYSE', 'BTT', Timestamp('2016-02-08 00:00:00'))","('NYSE', 'BTT', Timestamp('2016-04-07 00:00:00'))",0.0079309757610562
NASDAQ,NEWTL,"('NASDAQ', 'NEWTL', Timestamp('2020-08-28 00:00:00'))","('NASDAQ', 'NEWTL', Timestamp('2020-10-27 00:00:00'))",0.0079312634234478
NASDAQ,OFED,"('NASDAQ', 'OFED', Timestamp('2012-01-03 00:00:00'))","('NASDAQ', 'OFED', Timestamp('2012-03-02 00:00:00'))",0.0079318043012766
NASDAQ,KPLT,"('NASDAQ', 'KPLT', Timestamp('2020-09-10 00:00:00'))","('NASDAQ', 'KPLT', Timestamp('2020-11-06 00:00:00'))",0.0079321271672888
NASDAQ,CYCCP,"('NASDAQ', 'CYCCP', Timestamp('2014-09-02 00:00:00'))","('NASDAQ', 'CYCCP', Timestamp('2014-10-29 00:00:00'))",0.0079323548813178
NASDAQ,AGNCN,"('NASDAQ', 'AGNCN', Timestamp('2018-07-19 00:00:00'))","('NASDAQ', 'AGNCN', Timestamp('2018-09-17 00:00:00'))",0.0079332454746195
TO,XMV,"('TO', 'XMV', Timestamp('2018-12-24 00:00:00'))","('TO', 'XMV', Timestamp('2019-02-25 00:00:00'))",0.0079336065480899
TO,XEC,"('TO', 'XEC', Timestamp('2021-05-18 00:00:00'))","('TO', 'XEC', Timestamp('2021-07-16 00:00:00'))",0.0079341305229453
NYSE,GHY,"('NYSE', 'GHY', Timestamp('2017-06-22 00:00:00'))","('NYSE', 'GHY', Timestamp('2017-08-21 00:00:00'))",0.0079348972644836
NASDAQ,PSAGU,"('NASDAQ', 'PSAGU', Timestamp('2021-12-09 00:00:00'))","('NASDAQ', 'PSAGU', Timestamp('2022-02-08 00:00:00'))",0.0079352902983046
TO,QAH,"('TO', 'QAH', Timestamp('2021-02-22 00:00:00'))","('TO', 'QAH', Timestamp('2021-04-21 00:00:00'))",0.0079355619455718
NASDAQ,ABGI,"('NASDAQ', 'ABGI', Timestamp('2021-06-23 00:00:00'))","('NASDAQ', 'ABGI', Timestamp('2021-08-20 00:00:00'))",0.0079364895515656
TO,ZSP,"('TO', 'ZSP', Timestamp('2019-01-17 00:00:00'))","('TO', 'ZSP', Timestamp('2019-03-18 00:00:00'))",0.0079370968244021
TO,PFAE,"('TO', 'PFAE', Timestamp('2020-04-23 00:00:00'))","('TO', 'PFAE', Timestamp('2020-06-22 00:00:00'))",0.0079371813669182
NYSE,AFGD,"('NYSE', 'AFGD', Timestamp('2020-11-03 00:00:00'))","('NYSE', 'AFGD', Timestamp('2021-01-04 00:00:00'))",0.0079373767799593
TO,MPCF,"('TO', 'MPCF', Timestamp('2020-12-22 00:00:00'))","('TO', 'MPCF', Timestamp('2021-02-23 00:00:00'))",0.0079376450062385
TO,POW,"('TO', 'POW', Timestamp('2019-07-02 00:00:00'))","('TO', 'POW', Timestamp('2019-08-29 00:00:00'))",0.007938315469519
NYSE,HPF,"('NYSE', 'HPF', Timestamp('2017-04-12 00:00:00'))","('NYSE', 'HPF', Timestamp('2017-06-12 00:00:00'))",0.0079384850518542
TO,BLN,"('TO', 'BLN', Timestamp('2016-03-15 00:00:00'))","('TO', 'BLN', Timestamp('2016-05-12 00:00:00'))",0.0079388242553036
NASDAQ,PLMI,"('NASDAQ', 'PLMI', Timestamp('2021-07-09 00:00:00'))","('NASDAQ', 'PLMI', Timestamp('2021-09-07 00:00:00'))",0.0079395058421903
NYSE,ENO,"('NYSE', 'ENO', Timestamp('2017-03-16 00:00:00'))","('NYSE', 'ENO', Timestamp('2017-05-15 00:00:00'))",0.007939823614743
NASDAQ,COVA,"('NASDAQ', 'COVA', Timestamp('2021-05-17 00:00:00'))","('NASDAQ', 'COVA', Timestamp('2021-07-15 00:00:00'))",0.0079409555582366
NYSE,JPS,"('NYSE', 'JPS', Timestamp('2016-02-26 00:00:00'))","('NYSE', 'JPS', Timestamp('2016-04-26 00:00:00'))",0.0079416869096958
NASDAQ,DGICB,"('NASDAQ', 'DGICB', Timestamp('2017-05-17 00:00:00'))","('NASDAQ', 'DGICB', Timestamp('2017-07-17 00:00:00'))",0.0079424844213864
TO,VA,"('TO', 'VA', Timestamp('2016-07-08 00:00:00'))","('TO', 'VA', Timestamp('2016-09-07 00:00:00'))",0.0079429967260115
TO,HGY,"('TO', 'HGY', Timestamp('2016-07-07 00:00:00'))","('TO', 'HGY', Timestamp('2016-09-06 00:00:00'))",0.007943078140361
NYSE,CPB,"('NYSE', 'CPB', Timestamp('2010-07-19 00:00:00'))","('NYSE', 'CPB', Timestamp('2010-09-15 00:00:00'))",0.0079439981977211
NASDAQ,LFTRU,"('NASDAQ', 'LFTRU', Timestamp('2021-04-26 00:00:00'))","('NASDAQ', 'LFTRU', Timestamp('2021-06-23 00:00:00'))",0.0079441159132421
NASDAQ,MLVF,"('NASDAQ', 'MLVF', Timestamp('2014-10-01 00:00:00'))","('NASDAQ', 'MLVF', Timestamp('2014-11-28 00:00:00'))",0.0079446200922241
NYSE,SCD,"('NYSE', 'SCD', Timestamp('2012-06-05 00:00:00'))","('NYSE', 'SCD', Timestamp('2012-08-02 00:00:00'))",0.0079446553005064
NYSE,ECCB,"('NYSE', 'ECCB', Timestamp('2017-12-18 00:00:00'))","('NYSE', 'ECCB', Timestamp('2018-02-16 00:00:00'))",0.0079460082638893
NYSE,HFRO,"('NYSE', 'HFRO', Timestamp('2018-08-24 00:00:00'))","('NYSE', 'HFRO', Timestamp('2018-10-23 00:00:00'))",0.0079463064545431
NASDAQ,TCACU,"('NASDAQ', 'TCACU', Timestamp('2021-05-19 00:00:00'))","('NASDAQ', 'TCACU', Timestamp('2021-07-19 00:00:00'))",0.0079465140124754
TO,XUH,"('TO', 'XUH', Timestamp('2017-06-30 00:00:00'))","('TO', 'XUH', Timestamp('2017-08-30 00:00:00'))",0.00794663107021
NYSE,XL,"('NYSE', 'XL', Timestamp('2019-10-23 00:00:00'))","('NYSE', 'XL', Timestamp('2019-12-20 00:00:00'))",0.0079470712062705
NASDAQ,CTAS,"('NASDAQ', 'CTAS', Timestamp('2017-08-30 00:00:00'))","('NASDAQ', 'CTAS', Timestamp('2017-10-27 00:00:00'))",0.007947202289548
NASDAQ,RXRA,"('NASDAQ', 'RXRA', Timestamp('2021-07-26 00:00:00'))","('NASDAQ', 'RXRA', Timestamp('2021-09-22 00:00:00'))",0.0079474159762371
TO,PBD,"('TO', 'PBD', Timestamp('2018-11-06 00:00:00'))","('TO', 'PBD', Timestamp('2019-01-07 00:00:00'))",0.0079476920404736
NASDAQ,PTIC,"('NASDAQ', 'PTIC', Timestamp('2021-07-13 00:00:00'))","('NASDAQ', 'PTIC', Timestamp('2021-09-09 00:00:00'))",0.0079484303153813
TO,ZWU,"('TO', 'ZWU', Timestamp('2019-01-09 00:00:00'))","('TO', 'ZWU', Timestamp('2019-03-08 00:00:00'))",0.0079484624352892
NYSE,VGM,"('NYSE', 'VGM', Timestamp('2014-01-09 00:00:00'))","('NYSE', 'VGM', Timestamp('2014-03-11 00:00:00'))",0.0079486842555418
TO,RBO,"('TO', 'RBO', Timestamp('2020-03-30 00:00:00'))","('TO', 'RBO', Timestamp('2020-05-28 00:00:00'))",0.0079488793132671
AMEX,CLM,"('AMEX', 'CLM', Timestamp('2020-10-28 00:00:00'))","('AMEX', 'CLM', Timestamp('2020-12-28 00:00:00'))",0.0079501884233734
NYSE,CII,"('NYSE', 'CII', Timestamp('2019-10-03 00:00:00'))","('NYSE', 'CII', Timestamp('2019-12-02 00:00:00'))",0.0079513338978626
NASDAQ,RVPH,"('NASDAQ', 'RVPH', Timestamp('2018-12-27 00:00:00'))","('NASDAQ', 'RVPH', Timestamp('2019-02-27 00:00:00'))",0.0079518076947567
TO,ICE,"('TO', 'ICE', Timestamp('2020-08-31 00:00:00'))","('TO', 'ICE', Timestamp('2020-10-29 00:00:00'))",0.0079523908849933
TO,HGR,"('TO', 'HGR', Timestamp('2018-12-03 00:00:00'))","('TO', 'HGR', Timestamp('2019-02-01 00:00:00'))",0.0079525402596665
NYSE,VKQ,"('NYSE', 'VKQ', Timestamp('2014-03-04 00:00:00'))","('NYSE', 'VKQ', Timestamp('2014-05-01 00:00:00'))",0.0079531750727334
NYSE,DHF,"('NYSE', 'DHF', Timestamp('2017-09-11 00:00:00'))","('NYSE', 'DHF', Timestamp('2017-11-07 00:00:00'))",0.0079533034131614
NYSE,WPC,"('NYSE', 'WPC', Timestamp('2014-05-29 00:00:00'))","('NYSE', 'WPC', Timestamp('2014-07-28 00:00:00'))",0.0079540106107281
NYSE,ENJ,"('NYSE', 'ENJ', Timestamp('2020-09-21 00:00:00'))","('NYSE', 'ENJ', Timestamp('2020-11-17 00:00:00'))",0.00795462082751
NYSE,PDI,"('NYSE', 'PDI', Timestamp('2013-10-28 00:00:00'))","('NYSE', 'PDI', Timestamp('2013-12-26 00:00:00'))",0.0079555003171288
NYSE,HYI,"('NYSE', 'HYI', Timestamp('2019-12-17 00:00:00'))","('NYSE', 'HYI', Timestamp('2020-02-18 00:00:00'))",0.0079559226713993
NYSE,CAF,"('NYSE', 'CAF', Timestamp('2017-11-20 00:00:00'))","('NYSE', 'CAF', Timestamp('2018-01-22 00:00:00'))",0.00795606226219
TO,HUG,"('TO', 'HUG', Timestamp('2017-09-22 00:00:00'))","('TO', 'HUG', Timestamp('2017-11-21 00:00:00'))",0.0079570782809621
NASDAQ,MINDP,"('NASDAQ', 'MINDP', Timestamp('2018-01-09 00:00:00'))","('NASDAQ', 'MINDP', Timestamp('2018-03-09 00:00:00'))",0.0079571671941997
TO,RPDH,"('TO', 'RPDH', Timestamp('2020-03-30 00:00:00'))","('TO', 'RPDH', Timestamp('2020-05-28 00:00:00'))",0.0079572873584576
NYSE,CTDD,"('NYSE', 'CTDD', Timestamp('2019-08-08 00:00:00'))","('NYSE', 'CTDD', Timestamp('2019-10-07 00:00:00'))",0.0079575754622894
NASDAQ,LSXMB,"('NASDAQ', 'LSXMB', Timestamp('2017-06-19 00:00:00'))","('NASDAQ', 'LSXMB', Timestamp('2017-08-16 00:00:00'))",0.0079576875998766
NYSE,ETW,"('NYSE', 'ETW', Timestamp('2017-03-16 00:00:00'))","('NYSE', 'ETW', Timestamp('2017-05-15 00:00:00'))",0.0079578734951012
TO,ZFL,"('TO', 'ZFL', Timestamp('2013-09-17 00:00:00'))","('TO', 'ZFL', Timestamp('2013-11-14 00:00:00'))",0.007958311724893
NYSE,NNY,"('NYSE', 'NNY', Timestamp('2011-04-18 00:00:00'))","('NYSE', 'NNY', Timestamp('2011-06-16 00:00:00'))",0.0079583323572463
TO,XWD,"('TO', 'XWD', Timestamp('2012-01-11 00:00:00'))","('TO', 'XWD', Timestamp('2012-03-09 00:00:00'))",0.0079587741503209
TO,RWW,"('TO', 'RWW', Timestamp('2016-11-08 00:00:00'))","('TO', 'RWW', Timestamp('2017-01-09 00:00:00'))",0.0079589056073694
NASDAQ,ICCH,"('NASDAQ', 'ICCH', Timestamp('2018-07-19 00:00:00'))","('NASDAQ', 'ICCH', Timestamp('2018-09-17 00:00:00'))",0.0079591751655087
NASDAQ,IROQ,"('NASDAQ', 'IROQ', Timestamp('2013-12-17 00:00:00'))","('NASDAQ', 'IROQ', Timestamp('2014-02-18 00:00:00'))",0.0079593717859552
NASDAQ,INSE,"('NASDAQ', 'INSE', Timestamp('2016-08-04 00:00:00'))","('NASDAQ', 'INSE', Timestamp('2016-10-03 00:00:00'))",0.0079597042994654
NASDAQ,MOGO,"('NASDAQ', 'MOGO', Timestamp('2017-08-23 00:00:00'))","('NASDAQ', 'MOGO', Timestamp('2017-10-20 00:00:00'))",0.0079603222176255
TO,XMD,"('TO', 'XMD', Timestamp('2017-12-07 00:00:00'))","('TO', 'XMD', Timestamp('2018-02-07 00:00:00'))",0.0079603403973057
NASDAQ,PEP,"('NASDAQ', 'PEP', Timestamp('2010-08-16 00:00:00'))","('NASDAQ', 'PEP', Timestamp('2010-10-13 00:00:00'))",0.0079610428634456
NYSE,PCG,"('NYSE', 'PCG', Timestamp('2010-10-04 00:00:00'))","('NYSE', 'PCG', Timestamp('2010-12-01 00:00:00'))",0.0079614635914245
TO,XDU,"('TO', 'XDU', Timestamp('2021-06-02 00:00:00'))","('TO', 'XDU', Timestamp('2021-07-30 00:00:00'))",0.0079619647105614
TO,XGRO,"('TO', 'XGRO', Timestamp('2016-06-22 00:00:00'))","('TO', 'XGRO', Timestamp('2016-08-22 00:00:00'))",0.0079630791906701
TO,EMA,"('TO', 'EMA', Timestamp('2017-03-23 00:00:00'))","('TO', 'EMA', Timestamp('2017-05-23 00:00:00'))",0.0079635941871114
NASDAQ,CHSCP,"('NASDAQ', 'CHSCP', Timestamp('2008-12-09 00:00:00'))","('NASDAQ', 'CHSCP', Timestamp('2009-02-09 00:00:00'))",0.0079647151592104
NASDAQ,NCACU,"('NASDAQ', 'NCACU', Timestamp('2022-01-25 00:00:00'))","('NASDAQ', 'NCACU', Timestamp('2022-03-24 00:00:00'))",0.0079648143328017
NASDAQ,AGNCM,"('NASDAQ', 'AGNCM', Timestamp('2021-02-04 00:00:00'))","('NASDAQ', 'AGNCM', Timestamp('2021-04-06 00:00:00'))",0.0079653018224952
NASDAQ,IMXI,"('NASDAQ', 'IMXI', Timestamp('2017-04-17 00:00:00'))","('NASDAQ', 'IMXI', Timestamp('2017-06-14 00:00:00'))",0.0079654871176715
NYSE,NXP,"('NYSE', 'NXP', Timestamp('2010-02-16 00:00:00'))","('NYSE', 'NXP', Timestamp('2010-04-15 00:00:00'))",0.0079656267160416
TO,ZMU,"('TO', 'ZMU', Timestamp('2018-10-31 00:00:00'))","('TO', 'ZMU', Timestamp('2018-12-31 00:00:00'))",0.0079661250671047
NYSE,TFSA,"('NYSE', 'TFSA', Timestamp('2021-06-10 00:00:00'))","('NYSE', 'TFSA', Timestamp('2021-08-09 00:00:00'))",0.0079665784310822
NYSE,HYT,"('NYSE', 'HYT', Timestamp('2014-08-08 00:00:00'))","('NYSE', 'HYT', Timestamp('2014-10-07 00:00:00'))",0.0079666103542818
TO,PHR,"('TO', 'PHR', Timestamp('2016-05-06 00:00:00'))","('TO', 'PHR', Timestamp('2016-07-06 00:00:00'))",0.0079674555693133
TO,HEJ,"('TO', 'HEJ', Timestamp('2019-09-19 00:00:00'))","('TO', 'HEJ', Timestamp('2019-11-18 00:00:00'))",0.0079675455373566
NASDAQ,GGMC,"('NASDAQ', 'GGMC', Timestamp('2021-07-22 00:00:00'))","('NASDAQ', 'GGMC', Timestamp('2021-09-20 00:00:00'))",0.0079678154569719
TO,ELV,"('TO', 'ELV', Timestamp('2020-03-20 00:00:00'))","('TO', 'ELV', Timestamp('2020-05-20 00:00:00'))",0.0079680591412756
NASDAQ,NVSAU,"('NASDAQ', 'NVSAU', Timestamp('2021-10-21 00:00:00'))","('NASDAQ', 'NVSAU', Timestamp('2021-12-20 00:00:00'))",0.0079683394851395
TO,XFH,"('TO', 'XFH', Timestamp('2019-06-28 00:00:00'))","('TO', 'XFH', Timestamp('2019-08-28 00:00:00'))",0.0079683884489418
NYSE,CLIM,"('NYSE', 'CLIM', Timestamp('2021-09-09 00:00:00'))","('NYSE', 'CLIM', Timestamp('2021-11-05 00:00:00'))",0.0079683938034588
NASDAQ,ATNF,"('NASDAQ', 'ATNF', Timestamp('2020-07-08 00:00:00'))","('NASDAQ', 'ATNF', Timestamp('2020-09-03 00:00:00'))",0.0079684675270997
NASDAQ,DNAB,"('NASDAQ', 'DNAB', Timestamp('2021-10-25 00:00:00'))","('NASDAQ', 'DNAB', Timestamp('2021-12-22 00:00:00'))",0.0079689641925437
NYSE,NBB,"('NYSE', 'NBB', Timestamp('2018-01-30 00:00:00'))","('NYSE', 'NBB', Timestamp('2018-03-29 00:00:00'))",0.0079691353943916
TO,MUS,"('TO', 'MUS', Timestamp('2021-05-18 00:00:00'))","('TO', 'MUS', Timestamp('2021-07-16 00:00:00'))",0.0079691365422593
TO,HEA,"('TO', 'HEA', Timestamp('2016-11-08 00:00:00'))","('TO', 'HEA', Timestamp('2017-01-09 00:00:00'))",0.0079691465666621
NASDAQ,NXPI,"('NASDAQ', 'NXPI', Timestamp('2017-04-18 00:00:00'))","('NASDAQ', 'NXPI', Timestamp('2017-06-15 00:00:00'))",0.0079692009754892
TO,ACZ,"('TO', 'ACZ', Timestamp('2020-04-08 00:00:00'))","('TO', 'ACZ', Timestamp('2020-06-08 00:00:00'))",0.0079692279169037
NYSE,CTBB,"('NYSE', 'CTBB', Timestamp('2019-05-15 00:00:00'))","('NYSE', 'CTBB', Timestamp('2019-07-15 00:00:00'))",0.0079697679334837
NASDAQ,CONE,"('NASDAQ', 'CONE', Timestamp('2021-11-11 00:00:00'))","('NASDAQ', 'CONE', Timestamp('2022-01-11 00:00:00'))",0.007970109072834
NASDAQ,SOHOO,"('NASDAQ', 'SOHOO', Timestamp('2018-05-09 00:00:00'))","('NASDAQ', 'SOHOO', Timestamp('2018-07-09 00:00:00'))",0.007970215979765
NYSE,TFII,"('NYSE', 'TFII', Timestamp('2013-11-21 00:00:00'))","('NYSE', 'TFII', Timestamp('2014-01-23 00:00:00'))",0.007970526537089
NASDAQ,CDRO,"('NASDAQ', 'CDRO', Timestamp('2021-06-18 00:00:00'))","('NASDAQ', 'CDRO', Timestamp('2021-08-17 00:00:00'))",0.0079707270429009
NYSE,JCE,"('NYSE', 'JCE', Timestamp('2011-03-29 00:00:00'))","('NYSE', 'JCE', Timestamp('2011-05-26 00:00:00'))",0.0079717566139332
TO,STN,"('TO', 'STN', Timestamp('2018-05-29 00:00:00'))","('TO', 'STN', Timestamp('2018-07-26 00:00:00'))",0.007972176513931
NASDAQ,THCP,"('NASDAQ', 'THCP', Timestamp('2021-11-09 00:00:00'))","('NASDAQ', 'THCP', Timestamp('2022-01-07 00:00:00'))",0.0079726424483008
TO,ZEQ,"('TO', 'ZEQ', Timestamp('2016-06-29 00:00:00'))","('TO', 'ZEQ', Timestamp('2016-08-29 00:00:00'))",0.0079726641322362
NYSE,FGB,"('NYSE', 'FGB', Timestamp('2014-03-21 00:00:00'))","('NYSE', 'FGB', Timestamp('2014-05-20 00:00:00'))",0.0079731069271189
TO,XQQ,"('TO', 'XQQ', Timestamp('2012-07-17 00:00:00'))","('TO', 'XQQ', Timestamp('2012-09-14 00:00:00'))",0.007973359007362
AMEX,VKI,"('AMEX', 'VKI', Timestamp('2020-09-08 00:00:00'))","('AMEX', 'VKI', Timestamp('2020-11-04 00:00:00'))",0.007973462305722
NASDAQ,ACEVU,"('NASDAQ', 'ACEVU', Timestamp('2021-08-30 00:00:00'))","('NASDAQ', 'ACEVU', Timestamp('2021-10-27 00:00:00'))",0.0079746747393969
NYSE,DBL,"('NYSE', 'DBL', Timestamp('2014-10-15 00:00:00'))","('NYSE', 'DBL', Timestamp('2014-12-12 00:00:00'))",0.0079759794055809
NYSE,CORR,"('NYSE', 'CORR', Timestamp('2013-02-05 00:00:00'))","('NYSE', 'CORR', Timestamp('2013-04-05 00:00:00'))",0.0079762825198032
NASDAQ,SUNS,"('NASDAQ', 'SUNS', Timestamp('2016-07-21 00:00:00'))","('NASDAQ', 'SUNS', Timestamp('2016-09-19 00:00:00'))",0.0079763437681487
TO,HIU,"('TO', 'HIU', Timestamp('2018-03-29 00:00:00'))","('TO', 'HIU', Timestamp('2018-05-29 00:00:00'))",0.0079764079071838
NASDAQ,WMPN,"('NASDAQ', 'WMPN', Timestamp('2020-12-14 00:00:00'))","('NASDAQ', 'WMPN', Timestamp('2021-02-12 00:00:00'))",0.007976419632607
NYSE,PFD,"('NYSE', 'PFD', Timestamp('2018-06-22 00:00:00'))","('NYSE', 'PFD', Timestamp('2018-08-21 00:00:00'))",0.0079767364168755
NASDAQ,SVVC,"('NASDAQ', 'SVVC', Timestamp('2016-05-18 00:00:00'))","('NASDAQ', 'SVVC', Timestamp('2016-07-18 00:00:00'))",0.0079773499387804
NASDAQ,ERESU,"('NASDAQ', 'ERESU', Timestamp('2022-01-19 00:00:00'))","('NASDAQ', 'ERESU', Timestamp('2022-03-18 00:00:00'))",0.0079774264857913
TO,YXM,"('TO', 'YXM', Timestamp('2018-08-15 00:00:00'))","('TO', 'YXM', Timestamp('2018-10-15 00:00:00'))",0.0079777362888894
TO,HEX,"('TO', 'HEX', Timestamp('2017-11-10 00:00:00'))","('TO', 'HEX', Timestamp('2018-01-11 00:00:00'))",0.007978324614411
TO,FOUR,"('TO', 'FOUR', Timestamp('2019-08-02 00:00:00'))","('TO', 'FOUR', Timestamp('2019-10-02 00:00:00'))",0.0079783375770859
NYSE,GAM,"('NYSE', 'GAM', Timestamp('2016-05-09 00:00:00'))","('NYSE', 'GAM', Timestamp('2016-07-07 00:00:00'))",0.0079785526590324
NYSE,JPI,"('NYSE', 'JPI', Timestamp('2016-07-13 00:00:00'))","('NYSE', 'JPI', Timestamp('2016-09-09 00:00:00'))",0.0079786237684355
NASDAQ,WTRH,"('NASDAQ', 'WTRH', Timestamp('2017-01-03 00:00:00'))","('NASDAQ', 'WTRH', Timestamp('2017-03-03 00:00:00'))",0.0079789371175291
NYSE,AFG,"('NYSE', 'AFG', Timestamp('2016-11-10 00:00:00'))","('NYSE', 'AFG', Timestamp('2017-01-11 00:00:00'))",0.00797919944051
